158634,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,364.167
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158661,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,266.263
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158766,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,37.843
"",TRABALHO,
158663,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,422.932
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158664,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,157.550
"",TRABALHO,
158754,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,668.041
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158755,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,618.449
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158756,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,541.994
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158757,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,781.008
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158758,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,505.641
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158759,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,315.831
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158760,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,41.313
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158761,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,290.304
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158762,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,745.336
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158763,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,348.250
158642,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,413.631
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160961,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,76.033
"",TRABALHO,
160940,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,390.395
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160947,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,75.286
"",TRABALHO,
160948,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,300.330
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160951,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,408.347
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160952,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,363.680
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160953,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,287.895
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160954,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,190.196
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160955,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,228.694
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160956,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,272.730
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160957,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,315.552
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160958,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,327.585
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160945,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,77.210
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160960,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,415.208
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160944,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,314.929
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160962,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,130.894
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160963,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,324.969
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160964,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,449.024
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160965,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,59.110
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160967,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,247.667
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160968,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,227.677
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160969,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,206.180
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160970,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,507.856
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160971,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,60.488
"",TRABALHO,
160972,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,589.742
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
162454,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,276.699
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160959,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,411.568
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158628,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,281.483
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160910,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,100.396
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160911,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,523.321
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160912,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,70.979
"",TRABALHO,
160913,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,447.967
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160914,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,187.199
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160916,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,485.293
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160917,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,403.705
160918,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,186.168
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160919,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,157.429
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160920,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,263.387
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160921,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,377.579
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160946,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,403.935
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160922,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,117.755
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
159633,INDICE DE 4794% LEI N 86761993REAJUSTE DE REMUNERACAO PROVENTOS OU,212.491
"",PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160923,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,404.381
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160924,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.353
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160925,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,274.230
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160926,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,104.367
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160927,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,299.207
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160936,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,335.365
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160937,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,221.951
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160938,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,283.928
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160939,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,74.516
"",TRABALHO,
160941,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,397.325
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
160943,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,438.025
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157951,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,567.386
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157953,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,182.782
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157851,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,427.619
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157855,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,736.192
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157857,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,538.021
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157858,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,627.783
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157860,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,675.685
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157861,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,751.160
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157863,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,342.191
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157864,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,1.054.223
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157865,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,311.747
"",TRABALHO,
157866,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,598.307
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158079,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,171.230
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157950,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,363.533
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157848,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,430.061
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157955,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,129.848
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157956,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,109.681
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157957,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,85.269
158071,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,150.334
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158072,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,434.510
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158073,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,309.833
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158074,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,102.036
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158075,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,305.408
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158076,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.783
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158077,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,391.042
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
158078,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,523.792
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
157867,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,522.353
"",OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
